Donor,ISO3,Recipient,Economic Development,WHO Region,HEALTH POLICY & ADMIN. MANAGEMENT,MDG6,Other Health Purposes,RH & FP,"Disbursements, Million, 2010 constant US$ (2010-2011)"
UNICEF,BRA,Brazil,UMICs,Amr, -   , 0.02 , -   , -   , 0.02 
UNICEF,SRB,Serbia,UMICs,Eur, -   , 0.00 , 0.00 , 0.00 , 0.00 
UNICEF,LBN,Lebanon,UMICs,Emr, -   , -   , 0.00 , -   , 0.00 
United Arab Emirates,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 0.85 , 9.68 , 8.42 , -   , 18.95 
United Arab Emirates,YEM,Yemen,LDCs,Emr, -   , -   , 18.27 , -   , 18.27 
United Arab Emirates,KAZ,Kazakhstan,UMICs,Eur, -   , -   , 11.57 , -   , 11.57 
United Arab Emirates,AFG,Afghanistan,LDCs,Emr, -   , 8.52 , 1.57 , -   , 10.09 
United Arab Emirates,MAR,Morocco,LMICs,Emr, -   , -   , 7.39 , -   , 7.39 
United Arab Emirates,PAK,Pakistan,LMICs,Emr, -   , -   , 4.48 , -   , 4.48 
United Arab Emirates,MDV,Maldives,UMICs,Sear, -   , -   , 2.88 , -   , 2.88 
United Arab Emirates,LBN,Lebanon,UMICs,Emr, -   , -   , 2.64 , -   , 2.64 
United Arab Emirates,COM,Comoros,LDCs,Afr, -   , -   , 2.12 , -   , 2.12 
United Arab Emirates,PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , 1.61 , 0.28 , -   , 1.90 
United Arab Emirates,EGY,Egypt,LMICs,Emr, -   , -   , 1.32 , -   , 1.32 
United Arab Emirates,SYR,Syrian Arab Republic,LMICs,Emr, -   , -   , 1.19 , -   , 1.19 
United Arab Emirates,DZA,Algeria,UMICs,Afr, -   , -   , 1.03 , -   , 1.03 
United Arab Emirates,GHA,Ghana,LMICs,Afr, -   , 0.24 , 0.50 , -   , 0.74 
United Arab Emirates,SOM,Somalia,LDCs,Emr, -   , -   , 0.01 , 0.65 , 0.66 
United Arab Emirates,BFA,Burkina Faso,LDCs,Afr, -   , -   , 0.63 , -   , 0.63 
United Arab Emirates,HTI,Haiti,LDCs,Amr, -   , -   , 0.60 , -   , 0.60 
United Arab Emirates,SDN,Sudan,LDCs,Emr, -   , 0.24 , 0.35 , -   , 0.59 
United Arab Emirates,LKA,Sri Lanka,LMICs,Sear, -   , -   , 0.55 , -   , 0.55 
United Arab Emirates,ETH,Ethiopia,LDCs,Afr, -   , 0.24 , -   , -   , 0.24 
United Arab Emirates,MLI,Mali,LDCs,Afr, -   , 0.24 , -   , -   , 0.24 
United Arab Emirates,JOR,Jordan,UMICs,Emr, -   , -   , 0.20 , -   , 0.20 
United Arab Emirates,TZA,United Republic of Tanzania,LDCs,Afr, -   , 0.16 , 0.02 , -   , 0.18 
United Arab Emirates,IRQ,Iraq,LMICs,Emr, -   , -   , 0.18 , -   , 0.18 
United Arab Emirates,VNM,Viet Nam,LMICs,Wpr, -   , -   , 0.16 , -   , 0.16 
United Arab Emirates,NPL,Nepal,LDCs,Sear, -   , 0.16 , -   , -   , 0.16 
United Arab Emirates,COD,Democratic Republic of the Congo,LDCs,Afr, -   , -   , 0.04 , -   , 0.04 
United Arab Emirates,MRT,Mauritania,LDCs,Afr, -   , -   , 0.02 , -   , 0.02 
United Kingdom,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 47.72 , 598.26 , 191.82 , 170.96 ," 1,008.77 "
United Kingdom,IND,India,LMICs,Sear, 71.86 , 110.79 , 68.11 , 173.21 , 423.97 
United Kingdom,NGA,Nigeria,LMICs,Afr, 60.56 , 107.54 , 9.19 , 5.27 , 182.55 
United Kingdom,ETH,Ethiopia,LDCs,Afr, 0.68 , 9.15 , 126.21 , 10.10 , 146.14 
United Kingdom,KEN,Kenya,Other LICs,Afr, 0.30 , 91.83 , 9.13 , 5.36 , 106.61 
United Kingdom,COD,Democratic Republic of the Congo,LDCs,Afr, -   , 84.58 , -   , -   , 84.58 
United Kingdom,ZWE,Zimbabwe,Other LICs,Afr, 8.69 , 12.78 , 39.43 , 13.98 , 74.89 
United Kingdom,BGD,Bangladesh,LDCs,Sear, 0.78 , -   , 53.55 , 17.82 , 72.15 
United Kingdom,GHA,Ghana,LMICs,Afr, 25.15 , 23.76 , 1.56 , 14.58 , 65.05 
United Kingdom,UGA,Uganda,LDCs,Afr, 22.44 , 25.31 , 2.86 , 10.65 , 61.27 
United Kingdom,MWI,Malawi,LDCs,Afr, 0.30 , 31.95 , 6.36 , 7.77 , 46.38 
United Kingdom,SLE,Sierra Leone,LDCs,Afr, -   , 10.34 , -   , 35.53 , 45.87 
United Kingdom,NPL,Nepal,LDCs,Sear, 10.75 , 7.66 , 16.34 , 5.35 , 40.10 
United Kingdom,ZMB,Zambia,LDCs,Afr, 0.35 , 20.23 , 5.22 , 9.21 , 35.01 
United Kingdom,MMR,Myanmar,LDCs,Sear, -   , 23.42 , 7.31 , 0.04 , 30.77 
United Kingdom,ZAF,South Africa,UMICs,Afr, 0.28 , 24.85 , 0.89 , 0.25 , 26.26 
United Kingdom,MOZ,Mozambique,LDCs,Afr, 14.45 , 6.82 , -   , -   , 21.27 
United Kingdom,CHN,China,UMICs,Wpr, 6.72 , 10.63 , 2.42 , -   , 19.77 
United Kingdom,KHM,Cambodia,LDCs,Wpr, 0.43 , 4.26 , 12.42 , 1.74 , 18.84 
United Kingdom,TZA,United Republic of Tanzania,LDCs,Afr, -   , 2.48 , 2.57 , 13.55 , 18.60 
United Kingdom,PAK,Pakistan,LMICs,Emr, 2.63 , -   , 0.35 , 12.51 , 15.49 
United Kingdom,LBR,Liberia,LDCs,Afr, 14.24 , -   , -   , -   , 14.24 
United Kingdom,VNM,Viet Nam,LMICs,Wpr, -   , 13.83 , 0.02 , -   , 13.85 
United Kingdom,SOM,Somalia,LDCs,Emr, 0.22 , -   , 9.74 , 0.36 , 10.33 
United Kingdom,BDI,Burundi,LDCs,Afr, 1.37 , -   , -   , 7.43 , 8.80 
United Kingdom,RWA,Rwanda,LDCs,Afr, -   , 0.96 , 7.10 , -   , 8.05 
United Kingdom,SDN,Sudan,LDCs,Emr, -   , 0.25 , 7.56 , -   , 7.81 
United Kingdom,GMB,Gambia,LDCs,Afr, -   , 1.01 , 6.08 , -   , 7.10 
United Kingdom,BRA,Brazil,UMICs,Amr, 2.30 , -   , 4.15 , 0.00 , 6.46 
United Kingdom,SHN,Saint Helena,UMICs,Afr, 5.30 , 0.00 , 0.34 , -   , 5.64 
United Kingdom,KGZ,Kyrgyzstan,Other LICs,Eur, 0.71 , -   , 4.54 , -   , 5.24 
United Kingdom,LSO,Lesotho,LDCs,Afr, -   , 3.39 , -   , -   , 3.39 
United Kingdom,AGO,Angola,LDCs,Afr, 0.13 , 0.00 , 2.01 , -   , 2.14 
United Kingdom,MEX,Mexico,UMICs,Amr, 1.64 , -   , 0.16 , -   , 1.80 
United Kingdom,YEM,Yemen,LDCs,Emr, -   , -   , -   , 1.52 , 1.52 
United Kingdom,SSD,South Sudan,Other LICs,Emr, 0.04 , -   , 1.22 , -   , 1.26 
United Kingdom,IDN,Indonesia,LMICs,Sear, 1.24 , -   , -   , -   , 1.24 
United Kingdom,TJK,Tajikistan,Other LICs,Eur, 0.96 , -   , 0.08 , -   , 1.04 
United Kingdom,PNG,Papua New Guinea,LMICs,Wpr, -   , -   , 0.41 , -   , 0.41 
United Kingdom,TUN,Tunisia,UMICs,Emr, 0.37 , -   , -   , -   , 0.37 
United Kingdom,AFG,Afghanistan,LDCs,Emr, 0.34 , -   , -   , -   , 0.34 
United Kingdom,CRI,Costa Rica,UMICs,Amr, 0.29 , -   , -   , -   , 0.29 
United Kingdom,LKA,Sri Lanka,LMICs,Sear, -   , -   , 0.27 , -   , 0.27 
United Kingdom,DZA,Algeria,UMICs,Afr, 0.17 , -   , -   , -   , 0.17 
United Kingdom,MSR,Montserrat,UMICs,Not UN, -   , -   , 0.17 , -   , 0.17 
United Kingdom,MYS,Malaysia,UMICs,Wpr, -   , -   , 0.15 , -   , 0.15 
United Kingdom,PHL,Philippines,LMICs,Wpr, 0.07 , -   , 0.01 , -   , 0.08 
United Kingdom,PER,Peru,UMICs,Amr, -   , -   , 0.06 , -   , 0.06 
United Kingdom,PSE,West Bank and Gaza Strip,LMICs,Not UN, 0.00 , -   , 0.02 , 0.01 , 0.04 
United Kingdom,MRT,Mauritania,LDCs,Afr, -   , -   , 0.03 , -   , 0.03 
United Kingdom,PRK,Democratic People's Republic of Korea,Other LICs,Sear, -   , -   , 0.01 , 0.01 , 0.02 
United Kingdom,DOM,Dominican Republic,UMICs,Amr, -   , -   , 0.02 , -   , 0.02 
United Kingdom,VEN,Venezuela (Bolivarian Republic of),UMICs,Amr, -   , -   , 0.01 , -   , 0.01 
United Kingdom,THA,Thailand,UMICs,Sear, -   , 0.00 , 0.01 , -   , 0.01 
United Kingdom,ARG,Argentina,UMICs,Amr, -   , 0.00 , -   , 0.01 , 0.01 
United Kingdom,MNG,Mongolia,LMICs,Wpr, -   , 0.01 , -   , -   , 0.01 
United Kingdom,COG,Congo,LMICs,Afr, -   , -   , 0.01 , -   , 0.01 
United Kingdom,TKM,Turkmenistan,LMICs,Eur, -   , -   , 0.01 , -   , 0.01 
United Kingdom,PRY,Paraguay,LMICs,Amr, 0.00 , -   , -   , -   , 0.00 
United Kingdom,GUY,Guyana,LMICs,Amr, 0.00 , -   , -   , -   , 0.00 
United Kingdom,CHL,Chile,UMICs,Amr, 0.00 , -   , -   , -   , 0.00 
United Kingdom,NIC,Nicaragua,LMICs,Amr, -   , -   , -   , -   , -   
United States of America,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 159.45 ," 3,779.53 ", 100.69 , 511.44 ," 4,551.11 "
United States of America,ZAF,South Africa,UMICs,Afr, 0.01 ," 1,019.37 ", 0.01 , 0.94 ," 1,020.32 "
United States of America,KEN,Kenya,Other LICs,Afr, 2.65 , 765.34 , 1.20 , 27.47 , 796.67 
United States of America,NGA,Nigeria,LMICs,Afr, 2.20 , 662.95 , 1.09 , 46.91 , 713.16 
United States of America,TZA,United Republic of Tanzania,LDCs,Afr, 1.34 , 578.39 , 2.89 , 35.19 , 617.81 
United States of America,ETH,Ethiopia,LDCs,Afr, 0.70 , 496.79 , 1.05 , 51.43 , 549.96 
United States of America,UGA,Uganda,LDCs,Afr, 2.24 , 507.20 , 2.64 , 34.49 , 546.56 
United States of America,MOZ,Mozambique,LDCs,Afr, 0.93 , 413.79 , 4.81 , 19.24 , 438.77 
United States of America,ZMB,Zambia,LDCs,Afr, 0.31 , 385.39 , 2.66 , 25.01 , 413.38 
United States of America,HTI,Haiti,LDCs,Amr, 0.24 , 214.72 , 1.66 , 31.13 , 247.75 
United States of America,AFG,Afghanistan,LDCs,Emr, 8.17 , 14.91 , 32.00 , 192.46 , 247.54 
United States of America,RWA,Rwanda,LDCs,Afr, 0.53 , 222.46 , 0.47 , 13.82 , 237.28 
United States of America,NAM,Namibia,UMICs,Afr, -   , 167.69 , -   , -   , 167.69 
United States of America,MWI,Malawi,LDCs,Afr, 0.96 , 136.22 , 1.30 , 19.44 , 157.93 
United States of America,IND,India,LMICs,Sear, 8.13 , 78.82 , 6.58 , 53.39 , 146.92 
United States of America,BWA,Botswana,UMICs,Afr, 1.99 , 141.00 , -   , -   , 143.00 
United States of America,VNM,Viet Nam,LMICs,Wpr, -   , 141.74 , 0.41 , 0.10 , 142.25 
United States of America,COD,Democratic Republic of the Congo,LDCs,Afr, 0.54 , 92.49 , 0.89 , 43.04 , 136.97 
United States of America,CIV,Côte d'Ivoire,LMICs,Afr, -   , 133.19 , -   , -   , 133.19 
United States of America,PAK,Pakistan,LMICs,Emr, 0.13 , 20.05 , 5.28 , 87.44 , 112.89 
United States of America,GHA,Ghana,LMICs,Afr, 1.09 , 75.90 , 1.07 , 22.80 , 100.86 
United States of America,LSO,Lesotho,LDCs,Afr, 2.80 , 45.86 , 48.26 , -   , 96.92 
United States of America,KHM,Cambodia,LDCs,Wpr, 0.36 , 54.09 , 1.30 , 31.29 , 87.04 
United States of America,ZWE,Zimbabwe,Other LICs,Afr, 0.38 , 72.97 , 0.66 , 12.75 , 86.75 
United States of America,MDG,Madagascar,LDCs,Afr, 0.08 , 56.33 , 0.23 , 24.60 , 81.24 
United States of America,MLI,Mali,LDCs,Afr, 4.65 , 51.12 , 4.81 , 16.64 , 77.23 
United States of America,AGO,Angola,LDCs,Afr, 1.13 , 65.55 , 0.37 , 7.28 , 74.32 
United States of America,IDN,Indonesia,LMICs,Sear, 0.05 , 43.74 , 0.91 , 24.70 , 69.40 
United States of America,SEN,Senegal,LDCs,Afr, 0.65 , 43.60 , 0.95 , 21.55 , 66.76 
United States of America,IRQ,Iraq,LMICs,Emr, 0.51 , -   , 61.89 , 0.30 , 62.69 
United States of America,JOR,Jordan,UMICs,Emr, 0.01 , 0.02 , 1.84 , 60.61 , 62.48 
United States of America,SWZ,Swaziland,LMICs,Afr, -   , 62.27 , -   , -   , 62.27 
United States of America,LBR,Liberia,LDCs,Afr, 0.57 , 34.81 , -   , 26.40 , 61.78 
United States of America,BGD,Bangladesh,LDCs,Sear, 1.82 , 12.77 , 0.65 , 43.86 , 59.09 
United States of America,PHL,Philippines,LMICs,Wpr, 1.62 , 17.71 , 0.59 , 37.14 , 57.05 
United States of America,PSE,West Bank and Gaza Strip,LMICs,Not UN, 0.05 , -   , 17.35 , 29.06 , 46.47 
United States of America,BEN,Benin,LDCs,Afr, 0.10 , 30.93 , 0.48 , 13.87 , 45.38 
United States of America,NPL,Nepal,LDCs,Sear, 0.84 , 13.92 , 3.43 , 24.96 , 43.16 
United States of America,SDN,Sudan,LDCs,Emr, 0.05 , 15.60 , 0.83 , 21.06 , 37.54 
United States of America,PER,Peru,UMICs,Amr, 1.06 , 10.50 , 0.47 , 23.99 , 36.02 
United States of America,EGY,Egypt,LMICs,Emr, -   , 13.85 , 8.34 , 13.43 , 35.62 
United States of America,DOM,Dominican Republic,UMICs,Amr, 0.67 , 25.13 , -   , 9.73 , 35.53 
United States of America,SSD,South Sudan,Other LICs,Emr, 0.04 , 13.39 , 2.78 , 18.20 , 34.41 
United States of America,CHN,China,UMICs,Wpr, 2.23 , 26.45 , 0.42 , -   , 29.09 
United States of America,BOL,Bolivia (Plurinational State of),LMICs,Amr, 1.50 , 3.19 , 1.02 , 22.15 , 27.86 
United States of America,GUY,Guyana,LMICs,Amr, -   , 26.73 , -   , -   , 26.73 
United States of America,UKR,Ukraine,LMICs,Eur, -   , 19.39 , 0.80 , 6.25 , 26.45 
United States of America,GTM,Guatemala,LMICs,Amr, 1.48 , 6.98 , 0.97 , 16.36 , 25.80 
United States of America,BDI,Burundi,LDCs,Afr, -   , 18.49 , 0.44 , 5.11 , 24.04 
United States of America,THA,Thailand,UMICs,Sear, 3.97 , 17.38 , 0.69 , -   , 22.05 
United States of America,HND,Honduras,LMICs,Amr, 0.26 , 9.31 , 1.61 , 8.38 , 19.56 
United States of America,GIN,Guinea,LDCs,Afr, 0.83 , 6.98 , 0.02 , 10.76 , 18.58 
United States of America,GEO,Georgia,LMICs,Eur, 0.46 , 3.47 , 4.72 , 9.24 , 17.89 
United States of America,MNG,Mongolia,LMICs,Wpr, 7.94 , 0.20 , 7.61 , -   , 15.74 
United States of America,BFA,Burkina Faso,LDCs,Afr, -   , 14.61 , -   , -   , 14.61 
United States of America,NIC,Nicaragua,LMICs,Amr, 0.34 , 4.27 , 0.17 , 9.07 , 13.86 
United States of America,BRA,Brazil,UMICs,Amr, -   , 12.17 , 0.43 , -   , 12.59 
United States of America,TJK,Tajikistan,Other LICs,Eur, -   , 6.94 , 0.60 , 3.63 , 11.18 
United States of America,SLV,El Salvador,LMICs,Amr, 0.36 , 2.87 , 0.00 , 7.90 , 11.13 
United States of America,ARM,Armenia,LMICs,Eur, -   , 1.08 , 2.72 , 6.49 , 10.29 
United States of America,YEM,Yemen,LDCs,Emr, 0.00 , 0.21 , 0.00 , 9.97 , 10.18 
United States of America,CMR,Cameroon,LMICs,Afr, -   , 8.88 , -   , 0.76 , 9.64 
United States of America,JAM,Jamaica,UMICs,Amr, -   , 9.10 , 0.18 , 0.10 , 9.38 
United States of America,MEX,Mexico,UMICs,Amr, 0.01 , 8.28 , 0.17 , -   , 8.45 
United States of America,TLS,Timor-Leste,LDCs,Sear, 0.09 , 0.03 , -   , 7.47 , 7.59 
United States of America,PRY,Paraguay,LMICs,Amr, 0.39 , 0.27 , 0.42 , 5.94 , 7.03 
United States of America,AZE,Azerbaijan,UMICs,Eur, -   , 1.02 , 1.91 , 3.60 , 6.52 
United States of America,UZB,Uzbekistan,LMICs,Eur, -   , 5.34 , 0.20 , 0.20 , 5.75 
United States of America,KAZ,Kazakhstan,UMICs,Eur, 0.63 , 4.65 , 0.14 , 0.21 , 5.64 
United States of America,PNG,Papua New Guinea,LMICs,Wpr, -   , 5.26 , -   , -   , 5.26 
United States of America,MMR,Myanmar,LDCs,Sear, -   , 4.79 , -   , -   , 4.79 
United States of America,KGZ,Kyrgyzstan,Other LICs,Eur, -   , 2.46 , 1.02 , 0.95 , 4.43 
United States of America,ALB,Albania,UMICs,Eur, -   , 0.06 , 1.32 , 2.93 , 4.30 
United States of America,SLE,Sierra Leone,LDCs,Afr, -   , 2.78 , -   , 0.49 , 3.26 
United States of America,LAO,Lao People's Democratic Republic,LDCs,Wpr, -   , 2.82 , 0.30 , -   , 3.12 
United States of America,SOM,Somalia,LDCs,Emr, -   , 1.11 , -   , 1.85 , 2.96 
United States of America,NER,Niger,LDCs,Afr, -   , 1.91 , -   , 0.56 , 2.47 
United States of America,TKM,Turkmenistan,LMICs,Eur, -   , 1.82 , 0.27 , 0.21 , 2.29 
United States of America,TCD,Chad,LDCs,Afr, -   , 2.14 , -   , -   , 2.14 
United States of America,COG,Congo,LMICs,Afr, -   , 0.95 , -   , 0.23 , 1.18 
United States of America,DJI,Djibouti,LDCs,Emr, -   , 0.77 , 0.03 , 0.30 , 1.10 
United States of America,UNK,Kosovo (SCR 1244 (1999)),LMICs,Not UN, -   , -   , -   , 1.09 , 1.09 
United States of America,TGO,Togo,LDCs,Afr, -   , 0.84 , -   , -   , 0.84 
United States of America,MRT,Mauritania,LDCs,Afr, -   , 0.80 , -   , -   , 0.80 
United States of America,LBN,Lebanon,UMICs,Emr, -   , -   , 0.72 , -   , 0.72 
United States of America,MAR,Morocco,LMICs,Emr, 0.08 , 0.53 , -   , -   , 0.61 
United States of America,CAF,Central African Republic,LDCs,Afr, -   , 0.59 , -   , -   , 0.59 
United States of America,STP,Sao Tome and Principe,LDCs,Afr, -   , 0.59 , -   , -   , 0.59 
United States of America,GMB,Gambia,LDCs,Afr, -   , 0.51 , -   , -   , 0.51 
United States of America,ECU,Ecuador,UMICs,Amr, -   , 0.12 , 0.02 , 0.33 , 0.47 
United States of America,GNB,Guinea-Bissau,LDCs,Afr, -   , 0.28 , -   , 0.10 , 0.38 
United States of America,COL,Colombia,UMICs,Amr, -   , 0.35 , 0.00 , 0.00 , 0.36 
United States of America,GAB,Gabon,UMICs,Afr, -   , 0.35 , -   , -   , 0.35 
United States of America,TUR,Turkey,UMICs,Eur, -   , -   , 0.33 , -   , 0.33 
United States of America,BLZ,Belize,LMICs,Amr, -   , 0.31 , -   , -   , 0.31 
United States of America,BLR,Belarus,UMICs,Eur, -   , 0.30 , -   , -   , 0.30 
United States of America,LKA,Sri Lanka,LMICs,Sear, -   , 0.24 , -   , -   , 0.24 
United States of America,MDA,Republic of Moldova,LMICs,Eur, 0.02 , 0.14 , 0.05 , -   , 0.20 
United States of America,VEN,Venezuela (Bolivarian Republic of),UMICs,Amr, -   , 0.17 , -   , -   , 0.17 
United States of America,SUR,Suriname,UMICs,Amr, -   , 0.16 , -   , -   , 0.16 
United States of America,CRI,Costa Rica,UMICs,Amr, -   , 0.15 , -   , -   , 0.15 
United States of America,ARG,Argentina,UMICs,Amr, -   , 0.15 , -   , -   , 0.15 
United States of America,PLW,Palau,UMICs,Wpr, 0.15 , -   , -   , -   , 0.15 
United States of America,FSM,Micronesia (Federated States of),LMICs,Wpr, 0.15 , -   , -   , -   , 0.15 
United States of America,SRB,Serbia,UMICs,Eur, -   , 0.11 , -   , -   , 0.11 
United States of America,COM,Comoros,LDCs,Afr, -   , 0.10 , -   , -   , 0.10 
United States of America,DZA,Algeria,UMICs,Afr, -   , 0.07 , -   , -   , 0.07 
United States of America,WSM,Samoa,LDCs,Wpr, -   , -   , 0.02 , -   , 0.02 
United States of America,PAN,Panama,UMICs,Amr, -   , 0.01 , -   , -   , 0.01 
United States of America,MYS,Malaysia,UMICs,Wpr, -   , -   , 0.01 , -   , 0.01 
United States of America,ERI,Eritrea,LDCs,Afr, -   , 0.00 , -   , -   , 0.00 
United States of America,TUN,Tunisia,UMICs,Emr, -   , -   , -   , -   , -   
UNPBF,LBR,Liberia,LDCs,Afr, -   , -   , 0.51 , -   , 0.51 
UNPBF,GIN,Guinea,LDCs,Afr, -   , -   , -   , -   , -   
UNRWA,PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , -   , 105.01 , -   , 105.01 
UNRWA,JOR,Jordan,UMICs,Emr, -   , -   , 39.81 , -   , 39.81 
UNRWA,LBN,Lebanon,UMICs,Emr, -   , -   , 31.45 , -   , 31.45 
UNRWA,SYR,Syrian Arab Republic,LMICs,Emr, -   , -   , 17.47 , -   , 17.47 
WFP,PRK,Democratic People's Republic of Korea,Other LICs,Sear, -   , -   , 6.43 , -   , 6.43 
WFP,ZMB,Zambia,LDCs,Afr, -   , -   , 5.02 , -   , 5.02 
WFP,KHM,Cambodia,LDCs,Wpr, -   , 0.13 , 2.95 , -   , 3.09 
WFP,CAF,Central African Republic,LDCs,Afr, -   , 1.61 , 1.30 , -   , 2.91 
WFP,IND,India,LMICs,Sear, -   , -   , 2.55 , -   , 2.55 
WFP,MDG,Madagascar,LDCs,Afr, -   , 0.83 , 1.35 , -   , 2.18 
WFP,NPL,Nepal,LDCs,Sear, -   , -   , 2.06 , -   , 2.06 
WFP,MWI,Malawi,LDCs,Afr, -   , 0.33 , 1.17 , -   , 1.50 
WFP,KEN,Kenya,Other LICs,Afr, -   , 0.92 , 0.46 , -   , 1.38 
WFP,MRT,Mauritania,LDCs,Afr, -   , -   , 1.35 , -   , 1.35 
WFP,LSO,Lesotho,LDCs,Afr, -   , 0.57 , 0.75 , -   , 1.32 
WFP,ZWE,Zimbabwe,Other LICs,Afr, -   , 1.32 , -   , -   , 1.32 
WFP,YEM,Yemen,LDCs,Emr, -   , 0.02 , 1.29 , -   , 1.31 
WFP,PAK,Pakistan,LMICs,Emr, -   , -   , 1.10 , -   , 1.10 
WFP,GTM,Guatemala,LMICs,Amr, -   , -   , 1.05 , -   , 1.05 
WFP,BGD,Bangladesh,LDCs,Sear, -   , -   , 1.00 , -   , 1.00 
WFP,TZA,United Republic of Tanzania,LDCs,Afr, -   , 0.06 , 0.88 , -   , 0.94 
WFP,SLE,Sierra Leone,LDCs,Afr, -   , -   , 0.88 , -   , 0.88 
WFP,MOZ,Mozambique,LDCs,Afr, -   , 0.69 , 0.17 , -   , 0.86 
WFP,IDN,Indonesia,LMICs,Sear, -   , -   , 0.85 , -   , 0.85 
WFP,LKA,Sri Lanka,LMICs,Sear, -   , -   , 0.76 , -   , 0.76 
WFP,BDI,Burundi,LDCs,Afr, -   , -   , 0.65 , -   , 0.65 
WFP,BOL,Bolivia (Plurinational State of),LMICs,Amr, -   , -   , 0.63 , -   , 0.63 
WFP,ETH,Ethiopia,LDCs,Afr, -   , 0.59 , -   , -   , 0.59 
WFP,AFG,Afghanistan,LDCs,Emr, -   , 0.56 , -   , -   , 0.56 
WFP,NER,Niger,LDCs,Afr, -   , 0.44 , 0.06 , -   , 0.50 
WFP,LAO,Lao People's Democratic Republic,LDCs,Wpr, -   , -   , 0.44 , -   , 0.44 
WFP,MLI,Mali,LDCs,Afr, -   , 0.01 , 0.38 , -   , 0.39 
WFP,GIN,Guinea,LDCs,Afr, -   , 0.22 , 0.15 , -   , 0.37 
WFP,TGO,Togo,LDCs,Afr, -   , -   , 0.30 , -   , 0.30 
WFP,NIC,Nicaragua,LMICs,Amr, -   , -   , 0.30 , -   , 0.30 
WFP,TJK,Tajikistan,Other LICs,Eur, -   , 0.29 , -   , -   , 0.29 
WFP,DJI,Djibouti,LDCs,Emr, -   , 0.10 , 0.19 , -   , 0.29 
WFP,MMR,Myanmar,LDCs,Sear, -   , 0.16 , 0.11 , -   , 0.27 
WFP,EGY,Egypt,LMICs,Emr, -   , -   , 0.26 , -   , 0.26 
WFP,CIV,Côte d'Ivoire,LMICs,Afr, -   , -   , 0.24 , -   , 0.24 
WFP,SWZ,Swaziland,LMICs,Afr, -   , 0.22 , -   , -   , 0.22 
WFP,PHL,Philippines,LMICs,Wpr, -   , -   , 0.21 , -   , 0.21 
WFP,DZA,Algeria,UMICs,Afr, -   , -   , 0.21 , -   , 0.21 
WFP,COD,Democratic Republic of the Congo,LDCs,Afr, -   , -   , 0.20 , -   , 0.20 
WFP,BFA,Burkina Faso,LDCs,Afr, -   , 0.19 , 0.00 , -   , 0.19 
WFP,STP,Sao Tome and Principe,LDCs,Afr, -   , -   , 0.16 , -   , 0.16 
WFP,HTI,Haiti,LDCs,Amr, -   , 0.06 , 0.08 , -   , 0.15 
WFP,SEN,Senegal,LDCs,Afr, -   , -   , 0.14 , -   , 0.14 
WFP,RWA,Rwanda,LDCs,Afr, -   , -   , 0.12 , -   , 0.12 
WFP,COG,Congo,LMICs,Afr, -   , 0.09 , -   , -   , 0.09 
WFP,PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , -   , 0.08 , -   , 0.08 
WFP,LBR,Liberia,LDCs,Afr, -   , 0.04 , 0.01 , -   , 0.06 
WFP,SDN,Sudan,LDCs,Emr, -   , -   , 0.05 , -   , 0.05 
WFP,HND,Honduras,LMICs,Amr, -   , 0.00 , 0.04 , -   , 0.05 
WFP,CUB,Cuba,UMICs,Amr, -   , -   , 0.04 , -   , 0.04 
WFP,PAN,Panama,UMICs,Amr, -   , -   , 0.03 , -   , 0.03 
WFP,GMB,Gambia,LDCs,Afr, -   , -   , 0.01 , -   , 0.01 
WFP,GHA,Ghana,LMICs,Afr, -   , -   , 0.01 , -   , 0.01 
WFP,GNB,Guinea-Bissau,LDCs,Afr, -   , -   , 0.01 , -   , 0.01 
WFP,GEO,Georgia,LMICs,Eur, -   , 0.01 , -   , -   , 0.01 
WFP,TCD,Chad,LDCs,Afr, -   , -   , 0.00 , -   , 0.00 
WHO,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 301.28 , 126.97 , 179.86 , 33.28 , 641.40 
WHO,IND,India,LMICs,Sear, 2.84 , 1.04 , 2.20 , 0.52 , 6.59 
WHO,CHN,China,UMICs,Wpr, 1.52 , 1.31 , 1.81 , 0.49 , 5.12 
WHO,BGD,Bangladesh,LDCs,Sear, 1.55 , 0.75 , 1.45 , 0.22 , 3.97 
WHO,VNM,Viet Nam,LMICs,Wpr, 1.81 , 0.62 , 0.90 , 0.03 , 3.36 
WHO,NGA,Nigeria,LMICs,Afr, 1.88 , 0.49 , 0.65 , 0.24 , 3.26 
WHO,IDN,Indonesia,LMICs,Sear, 1.13 , 0.72 , 1.13 , 0.17 , 3.15 
WHO,MMR,Myanmar,LDCs,Sear, 1.05 , 0.98 , 0.96 , 0.15 , 3.15 
WHO,SDN,Sudan,LDCs,Emr, 0.96 , 0.38 , 1.59 , 0.03 , 2.96 
WHO,NPL,Nepal,LDCs,Sear, 1.04 , 0.53 , 0.97 , 0.23 , 2.76 
