Donor,ISO3,Recipient,Economic Development,WHO Region,HEALTH POLICY & ADMIN. MANAGEMENT,MDG6,Other Health Purposes,RH & FP,"Disbursements, Million, 2010 constant US$ (2010-2011)"
UNDP,PAK,Pakistan,LMICs,Emr, 0.09 , -   , -   , -   , 0.09 
UNDP,NPL,Nepal,LDCs,Sear, -   , 0.09 , -   , -   , 0.09 
UNDP,PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , 0.08 , -   , -   , 0.08 
UNDP,MYS,Malaysia,UMICs,Wpr, 0.07 , -   , -   , -   , 0.07 
UNDP,ARG,Argentina,UMICs,Amr, -   , -   , -   , 0.07 , 0.07 
UNDP,GNB,Guinea-Bissau,LDCs,Afr, -   , 0.07 , -   , -   , 0.07 
UNDP,GEO,Georgia,LMICs,Eur, -   , 0.06 , -   , -   , 0.06 
UNDP,TKM,Turkmenistan,LMICs,Eur, 0.01 , 0.04 , -   , -   , 0.05 
UNDP,SSD,South Sudan,Other LICs,Emr, 0.05 , -   , -   , -   , 0.05 
UNDP,GHA,Ghana,LMICs,Afr, 0.04 , -   , -   , -   , 0.04 
UNDP,PRK,Democratic People's Republic of Korea,Other LICs,Sear, -   , -   , 0.04 , -   , 0.04 
UNDP,AZE,Azerbaijan,UMICs,Eur, 0.04 , -   , -   , -   , 0.04 
UNDP,SRB,Serbia,UMICs,Eur, -   , 0.03 , -   , -   , 0.03 
UNDP,KAZ,Kazakhstan,UMICs,Eur, -   , 0.02 , -   , -   , 0.02 
UNDP,MDV,Maldives,UMICs,Sear, -   , 0.02 , -   , -   , 0.02 
UNDP,BLR,Belarus,UMICs,Eur, -   , 0.01 , -   , -   , 0.01 
UNDP,CRI,Costa Rica,UMICs,Amr, -   , 0.01 , -   , -   , 0.01 
UNDP,MNE,Montenegro,UMICs,Eur, 0.01 , -   , -   , -   , 0.01 
UNDP,SLV,El Salvador,LMICs,Amr, -   , 0.01 , -   , -   , 0.01 
UNDP,BWA,Botswana,UMICs,Afr, -   , 0.01 , -   , -   , 0.01 
UNDP,ECU,Ecuador,UMICs,Amr, -   , 0.01 , -   , -   , 0.01 
UNDP,COG,Congo,LMICs,Afr, -   , 0.01 , -   , -   , 0.01 
UNDP,LBR,Liberia,LDCs,Afr, -   , 0.01 , -   , -   , 0.01 
UNDP,BEN,Benin,LDCs,Afr, -   , 0.01 , -   , -   , 0.01 
UNDP,KHM,Cambodia,LDCs,Wpr, -   , 0.01 , -   , -   , 0.01 
UNDP,AFG,Afghanistan,LDCs,Emr, -   , 0.00 , -   , -   , 0.00 
UNDP,CPV,Cape Verde,LMICs,Afr, -   , -   , -   , -   , -   
UNDP,DZA,Algeria,UMICs,Afr, -   , -   , -   , -   , -   
UNDP,EGY,Egypt,LMICs,Emr, -   , -   , -   , -   , -   
UNDP,UZB,Uzbekistan,LMICs,Eur, -   , -   , -   , -   , -   
UNDP,ZWE,Zimbabwe,Other LICs,Afr, -   , -   , -   , -   , -   
UNECE,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 0.11 , -   , -   , -   , 0.11 
UNFPA,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 46.80 , 0.85 , -   , 30.08 , 77.73 
UNFPA,IND,India,LMICs,Sear, 3.94 , 0.72 , -   , 21.78 , 26.44 
UNFPA,PAK,Pakistan,LMICs,Emr, 8.01 , 0.53 , -   , 11.35 , 19.89 
UNFPA,COD,Democratic Republic of the Congo,LDCs,Afr, 4.81 , -   , -   , 10.08 , 14.89 
UNFPA,UGA,Uganda,LDCs,Afr, 5.79 , 0.88 , -   , 5.98 , 12.65 
UNFPA,NGA,Nigeria,LMICs,Afr, 4.88 , 1.04 , -   , 6.73 , 12.65 
UNFPA,BGD,Bangladesh,LDCs,Sear, 4.33 , -   , -   , 8.23 , 12.56 
UNFPA,AFG,Afghanistan,LDCs,Emr, 1.84 , -   , -   , 9.94 , 11.78 
UNFPA,SDN,Sudan,LDCs,Emr, 5.68 , 0.39 , -   , 5.27 , 11.35 
UNFPA,MMR,Myanmar,LDCs,Sear, 0.50 , 4.54 , -   , 6.13 , 11.18 
UNFPA,PHL,Philippines,LMICs,Wpr, 2.26 , 0.03 , -   , 8.75 , 11.04 
UNFPA,IDN,Indonesia,LMICs,Sear, 3.90 , 0.47 , -   , 6.52 , 10.88 
UNFPA,ETH,Ethiopia,LDCs,Afr, 3.82 , 1.83 , -   , 5.08 , 10.72 
UNFPA,CIV,Côte d'Ivoire,LMICs,Afr, 5.19 , 0.56 , -   , 4.28 , 10.03 
UNFPA,KEN,Kenya,Other LICs,Afr, 5.58 , 0.45 , -   , 3.94 , 9.97 
UNFPA,HTI,Haiti,LDCs,Amr, 5.44 , 0.08 , -   , 4.13 , 9.65 
UNFPA,TZA,United Republic of Tanzania,LDCs,Afr, 4.82 , 0.48 , -   , 3.41 , 8.71 
UNFPA,MOZ,Mozambique,LDCs,Afr, 4.10 , -   , -   , 4.42 , 8.52 
UNFPA,VNM,Viet Nam,LMICs,Wpr, 3.93 , 0.22 , -   , 3.89 , 8.03 
UNFPA,ZWE,Zimbabwe,Other LICs,Afr, 4.62 , 1.07 , -   , 2.31 , 8.00 
UNFPA,MDG,Madagascar,LDCs,Afr, 2.52 , 0.09 , -   , 5.22 , 7.83 
UNFPA,MWI,Malawi,LDCs,Afr, 3.79 , -   , -   , 3.90 , 7.69 
UNFPA,KHM,Cambodia,LDCs,Wpr, 2.26 , -   , -   , 5.42 , 7.68 
UNFPA,TCD,Chad,LDCs,Afr, 3.27 , -   , -   , 4.27 , 7.54 
UNFPA,CMR,Cameroon,LMICs,Afr, 3.93 , -   , -   , 3.55 , 7.48 
UNFPA,GHA,Ghana,LMICs,Afr, 3.72 , 0.25 , -   , 3.19 , 7.16 
UNFPA,ZMB,Zambia,LDCs,Afr, 2.58 , 0.50 , -   , 3.29 , 6.37 
UNFPA,NPL,Nepal,LDCs,Sear, 4.28 , 0.46 , -   , 1.46 , 6.21 
UNFPA,NER,Niger,LDCs,Afr, 1.71 , -   , -   , 4.45 , 6.17 
UNFPA,BFA,Burkina Faso,LDCs,Afr, 1.62 , 0.51 , -   , 3.83 , 5.96 
UNFPA,CHN,China,UMICs,Wpr, 2.45 , 0.47 , -   , 2.75 , 5.67 
UNFPA,TLS,Timor-Leste,LDCs,Sear, 1.77 , -   , -   , 3.86 , 5.64 
UNFPA,LKA,Sri Lanka,LMICs,Sear, 0.81 , 0.13 , -   , 4.67 , 5.60 
UNFPA,CAF,Central African Republic,LDCs,Afr, 4.53 , 0.28 , -   , 0.69 , 5.50 
UNFPA,EGY,Egypt,LMICs,Emr, 2.32 , 0.31 , -   , 2.85 , 5.48 
UNFPA,MLI,Mali,LDCs,Afr, 1.33 , 0.08 , -   , 3.98 , 5.39 
UNFPA,RWA,Rwanda,LDCs,Afr, 2.73 , 0.36 , -   , 2.24 , 5.32 
UNFPA,GIN,Guinea,LDCs,Afr, 1.01 , 0.11 , -   , 3.95 , 5.07 
UNFPA,LBR,Liberia,LDCs,Afr, 1.92 , -   , -   , 2.90 , 4.82 
UNFPA,SLE,Sierra Leone,LDCs,Afr, 2.32 , -   , -   , 2.42 , 4.74 
UNFPA,YEM,Yemen,LDCs,Emr, 1.77 , -   , -   , 2.91 , 4.68 
UNFPA,MRT,Mauritania,LDCs,Afr, 2.99 , 0.00 , -   , 1.67 , 4.67 
UNFPA,SEN,Senegal,LDCs,Afr, 2.92 , 0.31 , -   , 1.32 , 4.55 
UNFPA,MNG,Mongolia,LMICs,Wpr, 2.20 , -   , -   , 2.13 , 4.33 
UNFPA,ERI,Eritrea,LDCs,Afr, 2.00 , 0.01 , -   , 2.22 , 4.22 
UNFPA,COG,Congo,LMICs,Afr, 3.12 , 0.25 , -   , 0.83 , 4.19 
UNFPA,IRQ,Iraq,LMICs,Emr, 2.18 , -   , -   , 1.96 , 4.14 
UNFPA,AGO,Angola,LDCs,Afr, 1.29 , 0.45 , -   , 2.39 , 4.12 
UNFPA,BDI,Burundi,LDCs,Afr, 2.72 , 0.44 , -   , 0.95 , 4.11 
UNFPA,PSE,West Bank and Gaza Strip,LMICs,Not UN, 1.06 , 0.06 , -   , 2.86 , 3.99 
UNFPA,BEN,Benin,LDCs,Afr, 1.74 , -   , -   , 2.22 , 3.96 
UNFPA,PER,Peru,UMICs,Amr, 2.41 , 0.27 , -   , 1.27 , 3.94 
UNFPA,SOM,Somalia,LDCs,Emr, 1.71 , 0.32 , -   , 1.77 , 3.80 
UNFPA,PNG,Papua New Guinea,LMICs,Wpr, 1.47 , 0.15 , -   , 2.16 , 3.78 
UNFPA,SYR,Syrian Arab Republic,LMICs,Emr, 2.27 , 0.23 , -   , 1.18 , 3.69 
UNFPA,THA,Thailand,UMICs,Sear, 1.92 , 0.34 , -   , 1.27 , 3.53 
UNFPA,COL,Colombia,UMICs,Amr, 1.81 , 0.12 , -   , 1.57 , 3.49 
UNFPA,HND,Honduras,LMICs,Amr, 1.84 , 0.73 , -   , 0.85 , 3.42 
UNFPA,BOL,Bolivia (Plurinational State of),LMICs,Amr, 1.25 , 0.01 , -   , 2.08 , 3.33 
UNFPA,MAR,Morocco,LMICs,Emr, 1.62 , -   , -   , 1.64 , 3.27 
UNFPA,ZAF,South Africa,UMICs,Afr, 2.09 , 0.22 , -   , 0.92 , 3.23 
UNFPA,LSO,Lesotho,LDCs,Afr, 0.97 , -   , -   , 2.25 , 3.22 
UNFPA,LAO,Lao People's Democratic Republic,LDCs,Wpr, 0.65 , -   , -   , 2.49 , 3.14 
UNFPA,GTM,Guatemala,LMICs,Amr, 1.93 , -   , -   , 1.13 , 3.07 
UNFPA,BRA,Brazil,UMICs,Amr, 1.79 , 0.16 , -   , 1.06 , 3.01 
UNFPA,IRN,Iran (Islamic Republic of),UMICs,Emr, 1.36 , 0.28 , -   , 1.24 , 2.87 
UNFPA,NIC,Nicaragua,LMICs,Amr, 1.19 , 0.01 , -   , 1.65 , 2.85 
UNFPA,GNB,Guinea-Bissau,LDCs,Afr, 0.98 , -   , -   , 1.87 , 2.84 
UNFPA,TGO,Togo,LDCs,Afr, 1.72 , 0.19 , -   , 0.82 , 2.74 
UNFPA,BWA,Botswana,UMICs,Afr, 0.98 , 0.27 , -   , 1.48 , 2.73 
UNFPA,NAM,Namibia,UMICs,Afr, 0.83 , 0.00 , -   , 1.90 , 2.73 
UNFPA,SWZ,Swaziland,LMICs,Afr, 1.06 , 0.09 , -   , 1.40 , 2.54 
UNFPA,MEX,Mexico,UMICs,Amr, 1.55 , 0.11 , -   , 0.83 , 2.48 
UNFPA,SLV,El Salvador,LMICs,Amr, 1.25 , 0.06 , -   , 1.16 , 2.47 
UNFPA,GMB,Gambia,LDCs,Afr, 1.73 , -   , -   , 0.73 , 2.46 
UNFPA,VEN,Venezuela (Bolivarian Republic of),UMICs,Amr, 1.37 , 0.16 , -   , 0.86 , 2.39 
UNFPA,CPV,Cape Verde,LMICs,Afr, 1.18 , -   , -   , 1.19 , 2.37 
UNFPA,GAB,Gabon,UMICs,Afr, 1.37 , 0.15 , -   , 0.76 , 2.28 
UNFPA,DOM,Dominican Republic,UMICs,Amr, 1.24 , 0.00 , -   , 1.04 , 2.28 
UNFPA,BTN,Bhutan,LDCs,Sear, 1.10 , 0.00 , -   , 1.10 , 2.20 
UNFPA,GNQ,Equatorial Guinea,LDCs,Afr, 1.45 , -   , -   , 0.66 , 2.11 
UNFPA,UZB,Uzbekistan,LMICs,Eur, 0.48 , -   , -   , 1.60 , 2.09 
UNFPA,TJK,Tajikistan,Other LICs,Eur, 0.67 , 0.00 , -   , 1.38 , 2.05 
UNFPA,TUR,Turkey,UMICs,Eur, 1.39 , -   , -   , 0.66 , 2.04 
UNFPA,ECU,Ecuador,UMICs,Amr, 1.05 , -   , -   , 0.96 , 2.01 
UNFPA,PRK,Democratic People's Republic of Korea,Other LICs,Sear, 0.88 , -   , -   , 1.07 , 1.95 
UNFPA,PRY,Paraguay,LMICs,Amr, 1.09 , 0.09 , -   , 0.73 , 1.91 
UNFPA,KGZ,Kyrgyzstan,Other LICs,Eur, 0.84 , -   , -   , 1.02 , 1.86 
UNFPA,COM,Comoros,LDCs,Afr, 0.73 , 0.03 , -   , 0.86 , 1.62 
UNFPA,URY,Uruguay,UMICs,Amr, 1.13 , 0.03 , -   , 0.39 , 1.55 
UNFPA,DJI,Djibouti,LDCs,Emr, 0.42 , -   , -   , 1.05 , 1.48 
UNFPA,PAN,Panama,UMICs,Amr, 0.71 , 0.11 , -   , 0.62 , 1.44 
UNFPA,JOR,Jordan,UMICs,Emr, 0.56 , -   , -   , 0.85 , 1.41 
UNFPA,AZE,Azerbaijan,UMICs,Eur, 0.66 , -   , -   , 0.76 , 1.41 
UNFPA,TUN,Tunisia,UMICs,Emr, 0.58 , -   , -   , 0.81 , 1.39 
UNFPA,SRB,Serbia,UMICs,Eur, 0.31 , -   , -   , 1.06 , 1.37 
UNFPA,ARG,Argentina,UMICs,Amr, 0.79 , -   , -   , 0.58 , 1.37 
UNFPA,TKM,Turkmenistan,LMICs,Eur, 0.68 , 0.14 , -   , 0.53 , 1.35 
UNFPA,CUB,Cuba,UMICs,Amr, 0.55 , 0.03 , -   , 0.76 , 1.34 
UNFPA,CRI,Costa Rica,UMICs,Amr, 0.45 , 0.08 , -   , 0.76 , 1.29 
UNFPA,LBN,Lebanon,UMICs,Emr, 0.46 , 0.49 , -   , 0.31 , 1.26 
UNFPA,GEO,Georgia,LMICs,Eur, 0.41 , -   , -   , 0.84 , 1.25 
UNFPA,UKR,Ukraine,LMICs,Eur, 0.65 , 0.32 , -   , 0.27 , 1.24 
UNFPA,STP,Sao Tome and Principe,LDCs,Afr, 0.59 , 0.01 , -   , 0.59 , 1.20 
UNFPA,KAZ,Kazakhstan,UMICs,Eur, 0.31 , 0.03 , -   , 0.82 , 1.15 
UNFPA,ALB,Albania,UMICs,Eur, 0.50 , -   , -   , 0.64 , 1.14 
UNFPA,ARM,Armenia,LMICs,Eur, 0.47 , -   , -   , 0.56 , 1.03 
UNFPA,BIH,Bosnia and Herzegovina,UMICs,Eur, 0.51 , -   , -   , 0.49 , 0.99 
UNFPA,MDA,Republic of Moldova,LMICs,Eur, 0.41 , 0.02 , -   , 0.52 , 0.95 
UNFPA,BLR,Belarus,UMICs,Eur, 0.64 , -   , -   , 0.22 , 0.86 
UNFPA,MDV,Maldives,UMICs,Sear, 0.29 , -   , -   , 0.56 , 0.86 
UNFPA,MYS,Malaysia,UMICs,Wpr, 0.37 , -   , -   , 0.37 , 0.74 
UNFPA,DZA,Algeria,UMICs,Afr, 0.31 , -   , -   , 0.26 , 0.57 
UNFPA,MKD,The former Yugoslav Republic of Macedonia,UMICs,Eur, 0.25 , -   , -   , 0.21 , 0.46 
UNFPA,CHL,Chile,UMICs,Amr, 0.37 , -   , -   , 0.02 , 0.39 
UNFPA,SYC,Seychelles,UMICs,Afr, 0.03 , 0.03 , -   , 0.15 , 0.21 
UNFPA,MUS,Mauritius,UMICs,Afr, 0.05 , 0.03 , -   , 0.05 , 0.13 
UNFPA,FJI,Fiji,LMICs,Wpr, -   , -   , -   , -   , -   
UNICEF,NGA,Nigeria,LMICs,Afr, 1.96 , 7.34 , 29.28 , 1.52 , 40.10 
UNICEF,ETH,Ethiopia,LDCs,Afr, 0.21 , 7.89 , 22.67 , 4.15 , 34.92 
UNICEF,COD,Democratic Republic of the Congo,LDCs,Afr, 1.16 , 4.22 , 17.94 , 0.16 , 23.48 
UNICEF,IND,India,LMICs,Sear, 0.09 , 6.80 , 8.90 , 3.14 , 18.93 
UNICEF,NER,Niger,LDCs,Afr, 0.89 , 2.68 , 10.12 , 0.61 , 14.30 
UNICEF,AFG,Afghanistan,LDCs,Emr, 1.01 , 0.47 , 11.24 , 1.46 , 14.17 
UNICEF,BFA,Burkina Faso,LDCs,Afr, 0.30 , 3.12 , 7.96 , 0.66 , 12.03 
UNICEF,PAK,Pakistan,LMICs,Emr, 0.13 , 0.72 , 7.18 , 3.44 , 11.48 
UNICEF,UGA,Uganda,LDCs,Afr, 0.35 , 2.83 , 7.91 , 0.32 , 11.41 
UNICEF,MMR,Myanmar,LDCs,Sear, 0.06 , 2.79 , 6.91 , 1.58 , 11.33 
UNICEF,TZA,United Republic of Tanzania,LDCs,Afr, 1.03 , 3.03 , 4.90 , 2.25 , 11.21 
UNICEF,MLI,Mali,LDCs,Afr, 0.20 , 0.56 , 8.72 , 0.69 , 10.17 
UNICEF,CIV,Côte d'Ivoire,LMICs,Afr, 0.25 , 1.01 , 7.98 , 0.01 , 9.25 
UNICEF,TCD,Chad,LDCs,Afr, 0.04 , 1.20 , 7.84 , 0.07 , 9.16 
UNICEF,MDG,Madagascar,LDCs,Afr, 0.65 , 1.59 , 6.39 , 0.29 , 8.93 
UNICEF,MWI,Malawi,LDCs,Afr, 0.44 , 1.04 , 5.90 , 0.76 , 8.14 
UNICEF,MOZ,Mozambique,LDCs,Afr, 0.14 , 2.52 , 4.48 , 0.70 , 7.85 
UNICEF,SDN,Sudan,LDCs,Emr, 0.02 , 2.04 , 5.24 , 0.24 , 7.55 
UNICEF,BDI,Burundi,LDCs,Afr, 0.21 , 1.36 , 4.18 , 0.72 , 6.47 
UNICEF,BGD,Bangladesh,LDCs,Sear, 0.67 , 0.64 , 4.45 , 0.45 , 6.20 
UNICEF,GHA,Ghana,LMICs,Afr, 0.44 , 1.91 , 3.23 , 0.37 , 5.94 
UNICEF,KEN,Kenya,Other LICs,Afr, 0.05 , 0.90 , 4.71 , 0.06 , 5.73 
UNICEF,CHN,China,UMICs,Wpr, 0.11 , 1.69 , 2.97 , 0.58 , 5.35 
UNICEF,Global and Regional,Global and Regional,Global and Regional,Global and Regional, 0.75 , 1.72 , 2.59 , 0.19 , 5.24 
UNICEF,SOM,Somalia,LDCs,Emr, 0.03 , 0.08 , 4.10 , 0.57 , 4.78 
UNICEF,SLE,Sierra Leone,LDCs,Afr, 0.02 , 1.06 , 3.40 , 0.11 , 4.58 
UNICEF,GIN,Guinea,LDCs,Afr, 0.50 , 0.21 , 3.25 , 0.46 , 4.43 
UNICEF,BEN,Benin,LDCs,Afr, 0.45 , 0.26 , 3.27 , 0.09 , 4.07 
UNICEF,SEN,Senegal,LDCs,Afr, -   , 0.10 , 3.38 , 0.32 , 3.80 
UNICEF,RWA,Rwanda,LDCs,Afr, 0.02 , 0.92 , 2.20 , 0.61 , 3.74 
UNICEF,NPL,Nepal,LDCs,Sear, 0.02 , 0.68 , 2.50 , 0.33 , 3.53 
UNICEF,KHM,Cambodia,LDCs,Wpr, 0.50 , 0.83 , 1.74 , 0.27 , 3.34 
UNICEF,LBR,Liberia,LDCs,Afr, 0.03 , 0.27 , 2.14 , 0.84 , 3.29 
UNICEF,ZMB,Zambia,LDCs,Afr, 0.08 , 0.78 , 1.89 , 0.27 , 3.01 
UNICEF,COG,Congo,LMICs,Afr, 0.01 , 0.27 , 2.68 , -   , 2.96 
UNICEF,CMR,Cameroon,LMICs,Afr, 0.17 , 1.05 , 1.48 , 0.09 , 2.79 
UNICEF,YEM,Yemen,LDCs,Emr, 0.00 , 0.44 , 1.69 , 0.49 , 2.62 
UNICEF,PRK,Democratic People's Republic of Korea,Other LICs,Sear, 0.00 , 0.00 , 1.91 , 0.42 , 2.34 
UNICEF,CAF,Central African Republic,LDCs,Afr, 0.00 , 1.08 , 0.98 , 0.10 , 2.16 
UNICEF,TGO,Togo,LDCs,Afr, 0.15 , 0.10 , 1.37 , 0.26 , 1.88 
UNICEF,AGO,Angola,LDCs,Afr, 0.01 , 0.61 , 1.11 , 0.03 , 1.75 
UNICEF,ERI,Eritrea,LDCs,Afr, 0.00 , 0.09 , 1.03 , 0.54 , 1.66 
UNICEF,UZB,Uzbekistan,LMICs,Eur, 0.03 , 0.21 , 0.94 , 0.26 , 1.45 
UNICEF,MRT,Mauritania,LDCs,Afr, 0.05 , 0.12 , 1.16 , 0.01 , 1.35 
UNICEF,PSE,West Bank and Gaza Strip,LMICs,Not UN, -   , 0.01 , 0.91 , 0.26 , 1.18 
UNICEF,IDN,Indonesia,LMICs,Sear, 0.17 , 0.21 , 0.48 , 0.30 , 1.17 
UNICEF,EGY,Egypt,LMICs,Emr, 0.00 , 0.23 , 0.19 , 0.71 , 1.14 
UNICEF,TJK,Tajikistan,Other LICs,Eur, 0.01 , 0.05 , 0.82 , 0.17 , 1.04 
UNICEF,IRN,Iran (Islamic Republic of),UMICs,Emr, 0.05 , 0.44 , 0.52 , 0.01 , 1.02 
UNICEF,ZWE,Zimbabwe,Other LICs,Afr, 0.00 , 0.16 , 0.82 , 0.00 , 0.98 
UNICEF,PHL,Philippines,LMICs,Wpr, -   , 0.47 , 0.30 , 0.13 , 0.90 
UNICEF,HTI,Haiti,LDCs,Amr, 0.03 , 0.28 , 0.42 , 0.14 , 0.87 
UNICEF,GMB,Gambia,LDCs,Afr, 0.05 , 0.24 , 0.40 , 0.08 , 0.76 
UNICEF,LAO,Lao People's Democratic Republic,LDCs,Wpr, -   , 0.30 , 0.43 , 0.01 , 0.74 
UNICEF,GNB,Guinea-Bissau,LDCs,Afr, 0.04 , 0.49 , 0.15 , 0.00 , 0.69 
UNICEF,SSD,South Sudan,Other LICs,Emr, 0.06 , 0.24 , 0.31 , 0.04 , 0.65 
UNICEF,SYR,Syrian Arab Republic,LMICs,Emr, 0.02 , 0.11 , 0.37 , 0.08 , 0.57 
UNICEF,LSO,Lesotho,LDCs,Afr, -   , 0.22 , 0.35 , 0.00 , 0.57 
UNICEF,UKR,Ukraine,LMICs,Eur, 0.00 , 0.19 , 0.36 , 0.02 , 0.57 
UNICEF,DJI,Djibouti,LDCs,Emr, -   , 0.05 , 0.31 , 0.17 , 0.53 
UNICEF,CUB,Cuba,UMICs,Amr, -   , 0.04 , 0.34 , 0.13 , 0.52 
UNICEF,NAM,Namibia,UMICs,Afr, 0.04 , 0.36 , 0.11 , 0.01 , 0.51 
UNICEF,DOM,Dominican Republic,UMICs,Amr, 0.10 , 0.10 , 0.29 , 0.02 , 0.51 
UNICEF,BLZ,Belize,LMICs,Amr, 0.10 , 0.15 , 0.25 , -   , 0.50 
UNICEF,PNG,Papua New Guinea,LMICs,Wpr, 0.00 , 0.35 , 0.05 , 0.07 , 0.47 
UNICEF,BWA,Botswana,UMICs,Afr, 0.00 , 0.41 , 0.03 , 0.01 , 0.45 
UNICEF,PER,Peru,UMICs,Amr, 0.10 , 0.26 , 0.05 , 0.02 , 0.43 
UNICEF,PRY,Paraguay,LMICs,Amr, 0.10 , 0.19 , 0.10 , -   , 0.39 
UNICEF,SWZ,Swaziland,LMICs,Afr, 0.00 , 0.17 , 0.18 , -   , 0.36 
UNICEF,JAM,Jamaica,UMICs,Amr, 0.13 , 0.06 , 0.11 , 0.06 , 0.35 
UNICEF,COM,Comoros,LDCs,Afr, 0.00 , 0.03 , 0.31 , 0.00 , 0.35 
UNICEF,HND,Honduras,LMICs,Amr, 0.05 , 0.04 , 0.25 , -   , 0.34 
UNICEF,PAN,Panama,UMICs,Amr, 0.11 , 0.11 , 0.10 , -   , 0.32 
UNICEF,TKM,Turkmenistan,LMICs,Eur, -   , 0.07 , 0.24 , 0.01 , 0.32 
UNICEF,MNG,Mongolia,LMICs,Wpr, 0.06 , 0.03 , 0.21 , 0.01 , 0.31 
UNICEF,ARG,Argentina,UMICs,Amr, -   , 0.09 , 0.13 , 0.10 , 0.31 
UNICEF,COL,Colombia,UMICs,Amr, 0.14 , 0.07 , 0.08 , -   , 0.29 
UNICEF,NIC,Nicaragua,LMICs,Amr, 0.11 , 0.13 , 0.05 , 0.00 , 0.29 
UNICEF,DZA,Algeria,UMICs,Afr, 0.00 , 0.01 , 0.20 , 0.05 , 0.26 
UNICEF,THA,Thailand,UMICs,Sear, 0.05 , 0.19 , 0.03 , -   , 0.26 
UNICEF,MDV,Maldives,UMICs,Sear, 0.02 , 0.01 , 0.21 , 0.02 , 0.26 
UNICEF,GTM,Guatemala,LMICs,Amr, 0.07 , 0.09 , 0.10 , -   , 0.26 
UNICEF,ECU,Ecuador,UMICs,Amr, 0.17 , 0.01 , 0.04 , 0.02 , 0.25 
UNICEF,MKD,The former Yugoslav Republic of Macedonia,UMICs,Eur, 0.00 , 0.00 , 0.07 , 0.17 , 0.24 
UNICEF,IRQ,Iraq,LMICs,Emr, 0.02 , 0.01 , 0.18 , 0.03 , 0.24 
UNICEF,KAZ,Kazakhstan,UMICs,Eur, 0.04 , 0.02 , 0.11 , 0.06 , 0.23 
UNICEF,GUY,Guyana,LMICs,Amr, 0.14 , 0.05 , 0.02 , 0.00 , 0.22 
UNICEF,GEO,Georgia,LMICs,Eur, -   , 0.00 , 0.02 , 0.19 , 0.21 
UNICEF,MDA,Republic of Moldova,LMICs,Eur, -   , 0.02 , 0.18 , 0.01 , 0.21 
UNICEF,TUN,Tunisia,UMICs,Emr, 0.04 , 0.01 , 0.10 , 0.05 , 0.20 
UNICEF,ZAF,South Africa,UMICs,Afr, -   , 0.10 , 0.06 , 0.02 , 0.18 
UNICEF,KGZ,Kyrgyzstan,Other LICs,Eur, 0.09 , 0.00 , 0.07 , 0.02 , 0.18 
UNICEF,CRI,Costa Rica,UMICs,Amr, 0.05 , 0.08 , 0.05 , -   , 0.18 
UNICEF,BTN,Bhutan,LDCs,Sear, 0.03 , 0.01 , 0.10 , 0.03 , 0.17 
UNICEF,STP,Sao Tome and Principe,LDCs,Afr, 0.02 , 0.03 , 0.11 , 0.02 , 0.17 
UNICEF,JOR,Jordan,UMICs,Emr, -   , 0.00 , 0.02 , 0.15 , 0.17 
UNICEF,SLV,El Salvador,LMICs,Amr, 0.09 , 0.00 , 0.06 , 0.01 , 0.16 
UNICEF,BLR,Belarus,UMICs,Eur, 0.00 , 0.14 , 0.00 , 0.02 , 0.16 
UNICEF,ALB,Albania,UMICs,Eur, 0.00 , 0.06 , 0.10 , -   , 0.16 
UNICEF,BIH,Bosnia and Herzegovina,UMICs,Eur, 0.03 , 0.00 , 0.13 , -   , 0.16 
UNICEF,URY,Uruguay,UMICs,Amr, -   , 0.00 , 0.10 , 0.05 , 0.15 
UNICEF,BOL,Bolivia (Plurinational State of),LMICs,Amr, 0.10 , -   , 0.04 , -   , 0.14 
UNICEF,GAB,Gabon,UMICs,Afr, 0.02 , 0.05 , 0.06 , 0.00 , 0.14 
UNICEF,VNM,Viet Nam,LMICs,Wpr, 0.01 , 0.03 , 0.08 , 0.00 , 0.13 
UNICEF,LKA,Sri Lanka,LMICs,Sear, -   , 0.00 , 0.13 , -   , 0.13 
UNICEF,TUR,Turkey,UMICs,Eur, 0.05 , 0.05 , 0.02 , -   , 0.12 
UNICEF,MEX,Mexico,UMICs,Amr, 0.11 , -   , 0.00 , -   , 0.12 
UNICEF,VEN,Venezuela (Bolivarian Republic of),UMICs,Amr, -   , 0.00 , 0.10 , 0.01 , 0.10 
UNICEF,MAR,Morocco,LMICs,Emr, -   , 0.00 , 0.02 , 0.08 , 0.10 
UNICEF,ARM,Armenia,LMICs,Eur, 0.00 , 0.00 , 0.02 , 0.07 , 0.10 
UNICEF,AZE,Azerbaijan,UMICs,Eur, 0.01 , 0.00 , 0.08 , -   , 0.09 
UNICEF,CHL,Chile,UMICs,Amr, -   , -   , 0.08 , -   , 0.08 
UNICEF,GNQ,Equatorial Guinea,LDCs,Afr, -   , 0.01 , 0.03 , 0.03 , 0.07 
UNICEF,UNK,Kosovo (SCR 1244 (1999)),LMICs,Not UN, 0.00 , 0.02 , 0.03 , 0.00 , 0.05 
UNICEF,TLS,Timor-Leste,LDCs,Sear, -   , -   , 0.02 , -   , 0.02 
UNICEF,MNE,Montenegro,UMICs,Eur, 0.00 , 0.01 , -   , -   , 0.02 
