Donor,Year,WHO Region,"Disbursements, Million, constant 2010 US$"
Greece,2005,Emr, 11.15 
Greece,2005,Eur, 10.61 
Greece,2005,MULTI, 12.14 
Greece,2005,Not UN, 0.15 
Greece,2006,Afr, 1.17 
Greece,2006,Amr, 0.12 
Greece,2006,Emr, 1.18 
Greece,2006,Eur, 6.23 
Greece,2006,MULTI, 28.41 
Greece,2006,Not UN, 0.66 
Greece,2006,Sear, 0.28 
Greece,2007,Afr, 0.63 
Greece,2007,Amr, 0.02 
Greece,2007,Emr, 1.73 
Greece,2007,Eur, 2.19 
Greece,2007,MULTI, 31.11 
Greece,2007,Not UN, 0.04 
Greece,2007,Sear, 0.24 
Greece,2007,Wpr, 0.04 
Greece,2008,Afr, 0.82 
Greece,2008,Amr, 0.01 
Greece,2008,Emr, 1.73 
Greece,2008,Eur, 5.28 
Greece,2008,MULTI, 5.08 
Greece,2008,Sear, 0.04 
Greece,2008,Wpr, 0.07 
Greece,2009,Afr, 0.05 
Greece,2009,Emr, 4.31 
Greece,2009,Eur, 2.32 
Greece,2009,MULTI, 11.92 
Greece,2009,Not UN, 2.02 
Greece,2009,Wpr, 0.13 
Greece,2010,MULTI, 4.06 
Greece,2010,Not UN, 2.14 
Greece,2011,Afr, 0.04 
Greece,2011,Emr, 0.12 
Greece,2011,Eur, 0.29 
Greece,2011,MULTI, 0.06 
Greece,2011,Not UN, 2.00 
Iceland,2011,Afr, 0.92 
Iceland,2011,Emr, 0.18 
Iceland,2011,MULTI, 0.25 
Iceland,2011,Not UN, 0.20 
IDA,2001,Afr, 366.80 
IDA,2001,Amr, 34.11 
IDA,2001,Emr, 138.55 
IDA,2001,Eur, 42.46 
IDA,2001,Sear, 622.34 
IDA,2001,Wpr, 119.04 
IDA,2002,Afr, 327.31 
IDA,2002,Amr, 24.01 
IDA,2002,Emr, 179.20 
IDA,2002,Eur, 71.22 
IDA,2002,Sear, 668.67 
IDA,2002,Wpr, 101.06 
IDA,2003,Afr, 483.10 
IDA,2003,Amr, 48.24 
IDA,2003,Emr, 55.88 
IDA,2003,Eur, 38.41 
IDA,2003,MULTI, -   
IDA,2003,Sear, 311.80 
IDA,2003,Wpr, 91.54 
IDA,2004,Afr, 624.89 
IDA,2004,Amr, 37.88 
IDA,2004,Emr, 122.05 
IDA,2004,Eur, 46.68 
IDA,2004,MULTI, 1.35 
IDA,2004,Sear, 512.37 
IDA,2004,Wpr, 55.87 
IDA,2005,Afr, 633.26 
IDA,2005,Amr, 39.83 
IDA,2005,Emr, 139.98 
IDA,2005,Eur, 21.32 
IDA,2005,MULTI, 5.70 
IDA,2005,Sear, 447.10 
IDA,2005,Wpr, 53.26 
IDA,2006,Afr, 512.40 
IDA,2006,Amr, 26.99 
IDA,2006,Emr, 164.96 
IDA,2006,Eur, 58.32 
IDA,2006,MULTI, 8.67 
IDA,2006,Sear, 334.97 
IDA,2006,Wpr, 44.25 
IDA,2007,Afr, 431.08 
IDA,2007,Amr, 17.00 
IDA,2007,Emr, 143.91 
IDA,2007,Eur, 48.25 
IDA,2007,MULTI, 6.72 
IDA,2007,Sear, 217.73 
IDA,2007,Wpr, 62.05 
IDA,2008,Afr, 384.45 
IDA,2008,Amr, 11.80 
IDA,2008,Emr, 49.61 
IDA,2008,Eur, 38.35 
IDA,2008,MULTI, 7.55 
IDA,2008,Sear, 202.36 
IDA,2008,Wpr, 47.50 
IDA,2009,Afr, 451.15 
IDA,2009,Amr, 12.92 
IDA,2009,Emr, 66.65 
IDA,2009,Eur, 68.75 
IDA,2009,MULTI, 8.02 
IDA,2009,Sear, 345.44 
IDA,2009,Wpr, 53.85 
IDA,2010,Afr, 456.69 
IDA,2010,Amr, 7.39 
IDA,2010,Emr, 43.04 
IDA,2010,Eur, 54.41 
IDA,2010,MULTI, 9.04 
IDA,2010,Sear, 277.35 
IDA,2010,Wpr, 85.57 
IDA,2011,Afr, 476.88 
IDA,2011,Amr, 12.38 
IDA,2011,Emr, 49.91 
IDA,2011,Eur, 44.36 
IDA,2011,MULTI, 20.87 
IDA,2011,Not UN, 0.27 
IDA,2011,Sear, 371.53 
IDA,2011,Wpr, 37.72 
IDB Sp.Fund,2001,Amr, -   
IDB Sp.Fund,2003,Amr, -   
IDB Sp.Fund,2005,Amr, -   
IDB Sp.Fund,2007,Amr, -   
IDB Sp.Fund,2009,Amr, 19.92 
IDB Sp.Fund,2009,MULTI, 2.50 
IDB Sp.Fund,2010,Amr, 17.53 
IDB Sp.Fund,2010,MULTI, 2.32 
IDB Sp.Fund,2011,Amr, 68.06 
IDB Sp.Fund,2011,MULTI, 2.76 
IFAD,2003,Afr, -   
IFAD,2005,Wpr, -   
IFAD,2008,Afr, -   
IFAD,2011,Emr, -   
IFAD,2011,Eur, -   
IFAD,2011,Wpr, -   
Ireland,2001,Afr, 3.86 
Ireland,2001,Amr, -   
Ireland,2001,Emr, -   
Ireland,2001,Eur, -   
Ireland,2001,MULTI, -   
Ireland,2001,Sear, -   
Ireland,2001,Wpr, -   
Ireland,2002,Afr, 57.46 
Ireland,2002,Amr, 1.12 
Ireland,2002,Emr, 2.36 
Ireland,2002,Eur, 0.45 
Ireland,2002,MULTI, 30.74 
Ireland,2002,Not UN, 0.57 
Ireland,2002,Sear, 0.72 
Ireland,2002,Wpr, 0.20 
Ireland,2003,Afr, 69.03 
Ireland,2003,Amr, 0.98 
Ireland,2003,Emr, 2.37 
Ireland,2003,Eur, 0.60 
Ireland,2003,MULTI, 31.85 
Ireland,2003,Not UN, 0.02 
Ireland,2003,Sear, 0.87 
Ireland,2003,Wpr, 0.48 
Ireland,2004,Afr, 72.81 
Ireland,2004,Amr, 1.81 
Ireland,2004,Emr, 3.09 
Ireland,2004,Eur, 0.72 
Ireland,2004,MULTI, 23.94 
Ireland,2004,Not UN, 0.02 
Ireland,2004,Sear, 1.35 
Ireland,2004,Wpr, 0.31 
Ireland,2005,Afr, 72.65 
Ireland,2005,Amr, 1.33 
Ireland,2005,Emr, 3.81 
Ireland,2005,Eur, 0.96 
Ireland,2005,MULTI, 27.01 
Ireland,2005,Not UN, 0.04 
Ireland,2005,Sear, 1.58 
Ireland,2005,Wpr, 0.11 
Ireland,2006,Afr, 74.36 
Ireland,2006,Amr, 2.10 
Ireland,2006,Emr, 5.28 
Ireland,2006,Eur, 1.27 
Ireland,2006,MULTI, 65.42 
Ireland,2006,Not UN, 0.02 
Ireland,2006,Sear, 1.79 
Ireland,2006,Wpr, 1.73 
Ireland,2007,Afr, 93.72 
Ireland,2007,Amr, 1.29 
Ireland,2007,Emr, 3.77 
Ireland,2007,Eur, 0.92 
Ireland,2007,MULTI, 57.22 
Ireland,2007,Not UN, 0.08 
Ireland,2007,Sear, 1.45 
Ireland,2007,Wpr, 0.61 
Ireland,2008,Afr, 93.06 
Ireland,2008,Amr, 1.35 
Ireland,2008,Emr, 5.51 
Ireland,2008,Eur, 1.30 
Ireland,2008,MULTI, 27.39 
Ireland,2008,Not UN, 0.08 
Ireland,2008,Sear, 1.55 
Ireland,2008,Wpr, 0.81 
Ireland,2009,Afr, 82.90 
Ireland,2009,Amr, 0.81 
Ireland,2009,Emr, 5.95 
Ireland,2009,Eur, 1.30 
Ireland,2009,MULTI, 20.90 
Ireland,2009,Not UN, 0.13 
Ireland,2009,Sear, 1.62 
Ireland,2009,Wpr, 1.21 
Ireland,2010,Afr, 76.39 
Ireland,2010,Amr, 1.05 
Ireland,2010,Emr, 5.71 
Ireland,2010,Eur, 0.11 
Ireland,2010,MULTI, 13.95 
Ireland,2010,Not UN, 0.03 
Ireland,2010,Sear, 1.32 
Ireland,2010,Wpr, 0.19 
Ireland,2011,Afr, 70.31 
Ireland,2011,Amr, 0.51 
Ireland,2011,Emr, 4.68 
Ireland,2011,Eur, 0.42 
Ireland,2011,MULTI, 14.94 
Ireland,2011,Sear, 1.24 
Ireland,2011,Wpr, 0.21 
Isl.Dev Bank,2010,Afr, -   
Isl.Dev Bank,2010,Emr, -   
Isl.Dev Bank,2010,Eur, -   
Isl.Dev Bank,2010,MULTI, -   
Italy,2001,Afr, -   
Italy,2001,Amr, -   
Italy,2001,Emr, -   
Italy,2001,Eur, -   
Italy,2001,MULTI, -   
Italy,2001,Not UN, -   
Italy,2001,Sear, -   
Italy,2001,Wpr, -   
Italy,2002,Afr, 6.91 
Italy,2002,Amr, 3.60 
Italy,2002,Emr, 0.79 
Italy,2002,Eur, 1.11 
Italy,2002,MULTI, 1.10 
Italy,2002,Not UN, 0.11 
Italy,2002,Sear, 0.39 
Italy,2002,Wpr, 0.06 
Italy,2003,Afr, 42.17 
Italy,2003,Amr, 1.97 
Italy,2003,Emr, 7.66 
Italy,2003,Eur, 1.86 
Italy,2003,MULTI, 1.77 
Italy,2003,Not UN, 1.59 
Italy,2003,Sear, 0.08 
Italy,2003,Wpr, 1.81 
Italy,2004,Afr, 27.07 
Italy,2004,Amr, 6.36 
Italy,2004,Emr, 8.66 
Italy,2004,Eur, 1.27 
Italy,2004,MULTI, 9.23 
Italy,2004,Not UN, 1.30 
Italy,2004,Sear, 3.95 
Italy,2004,Wpr, 2.59 
Italy,2005,Afr, 23.74 
Italy,2005,Amr, 12.98 
Italy,2005,Emr, 16.35 
Italy,2005,Eur, 1.52 
Italy,2005,MULTI, 14.94 
Italy,2005,Not UN, 3.25 
Italy,2005,Sear, 1.30 
Italy,2005,Wpr, 1.94 
Italy,2006,Afr, 28.57 
Italy,2006,Amr, 25.01 
Italy,2006,Emr, 4.97 
Italy,2006,Eur, 17.39 
Italy,2006,MULTI, 1.88 
Italy,2006,Not UN, 0.92 
Italy,2006,Sear, 0.19 
Italy,2006,Wpr, 2.88 
Italy,2007,Afr, 37.96 
Italy,2007,Amr, 8.85 
Italy,2007,Emr, 13.98 
Italy,2007,Eur, 4.39 
Italy,2007,MULTI, 5.43 
Italy,2007,Not UN, 5.83 
Italy,2007,Sear, 1.03 
Italy,2007,Wpr, 31.22 
Italy,2008,Afr, 44.12 
Italy,2008,Amr, 5.85 
Italy,2008,Emr, 34.61 
Italy,2008,Eur, 3.89 
Italy,2008,MULTI, 5.03 
Italy,2008,Not UN, 5.44 
Italy,2008,Sear, 5.09 
Italy,2008,Wpr, 9.35 
Italy,2009,Afr, 41.74 
Italy,2009,Amr, 4.19 
Italy,2009,Emr, 24.45 
Italy,2009,Eur, 3.20 
Italy,2009,MULTI, 7.54 
Italy,2009,Not UN, 2.88 
Italy,2009,Sear, 6.12 
Italy,2009,Wpr, 7.49 
Italy,2010,Afr, 40.14 
Italy,2010,Amr, 8.61 
Italy,2010,Emr, 18.61 
Italy,2010,Eur, 4.22 
Italy,2010,MULTI, 2.45 
Italy,2010,Not UN, 0.96 
Italy,2010,Sear, 4.61 
Italy,2010,Wpr, 4.67 
Italy,2011,Afr, 58.69 
Italy,2011,Amr, 8.86 
Italy,2011,Emr, 16.63 
Italy,2011,Eur, 2.69 
Italy,2011,MULTI, 1.72 
Italy,2011,Not UN, 4.31 
Italy,2011,Sear, 7.06 
Italy,2011,Wpr, 5.19 
Japan,2001,Afr, 27.78 
Japan,2001,Amr, 42.47 
Japan,2001,Emr, 4.59 
Japan,2001,Eur, 26.76 
Japan,2001,Not UN, 1.48 
Japan,2001,Sear, 47.59 
Japan,2001,Wpr, 45.73 
Japan,2002,Afr, 43.59 
Japan,2002,Amr, 6.54 
Japan,2002,Emr, 8.70 
Japan,2002,Eur, 21.33 
Japan,2002,Sear, 27.51 
Japan,2002,Wpr, 45.53 
Japan,2003,Afr, 61.80 
Japan,2003,Amr, 77.11 
Japan,2003,Emr, 28.14 
Japan,2003,Eur, 33.28 
Japan,2003,MULTI, 4.09 
Japan,2003,Not UN, 0.29 
Japan,2003,Sear, 41.59 
Japan,2003,Wpr, 93.19 
Japan,2004,Afr, 71.08 
Japan,2004,Amr, 72.28 
Japan,2004,Emr, 24.10 
Japan,2004,Eur, 16.92 
Japan,2004,MULTI, 12.98 
Japan,2004,Not UN, 0.17 
Japan,2004,Sear, 34.72 
Japan,2004,Wpr, 73.09 
Japan,2005,Afr, 81.42 
Japan,2005,Amr, 39.10 
Japan,2005,Emr, 32.30 
Japan,2005,Eur, 19.14 
Japan,2005,MULTI, 3.44 
Japan,2005,Not UN, 0.44 
Japan,2005,Sear, 35.56 
Japan,2005,Wpr, 102.54 
Japan,2006,Afr, 111.70 
Japan,2006,Amr, 48.09 
Japan,2006,Emr, 43.14 
Japan,2006,Eur, 13.32 
Japan,2006,MULTI, 2.49 
Japan,2006,Not UN, 9.03 
Japan,2006,Sear, 55.13 
Japan,2006,Wpr, 166.08 
Japan,2007,Afr, 118.81 
Japan,2007,Amr, 59.70 
Japan,2007,Emr, 132.01 
Japan,2007,Eur, 19.55 
Japan,2007,MULTI, 5.17 
Japan,2007,Not UN, 7.38 
Japan,2007,Sear, 32.70 
Japan,2007,Wpr, 137.48 
Japan,2008,Afr, 102.47 
Japan,2008,Amr, 53.46 
Japan,2008,Emr, 60.08 
Japan,2008,Eur, 16.43 
Japan,2008,MULTI, 15.40 
Japan,2008,Not UN, 16.81 
Japan,2008,Sear, 31.66 
Japan,2008,Wpr, 102.87 
Japan,2009,Afr, 135.65 
Japan,2009,Amr, 34.10 
Japan,2009,Emr, 68.78 
Japan,2009,Eur, 7.44 
Japan,2009,MULTI, 22.10 
Japan,2009,Not UN, 2.81 
Japan,2009,Sear, 34.00 
Japan,2009,Wpr, 67.96 
Japan,2010,Afr, 129.56 
Japan,2010,Amr, 30.60 
Japan,2010,Emr, 67.49 
Japan,2010,Eur, 9.90 
Japan,2010,MULTI, 18.65 
Japan,2010,Not UN, 1.98 
Japan,2010,Sear, 39.81 
Japan,2010,Wpr, 93.01 
Japan,2011,Afr, 119.22 
Japan,2011,Amr, 24.05 
Japan,2011,Emr, 96.33 
Japan,2011,Eur, 16.33 
Japan,2011,MULTI, 20.96 
Japan,2011,Not UN, 1.61 
Japan,2011,Sear, 36.60 
Japan,2011,Wpr, 89.14 
Kuwait (KFAED),2010,Afr, 0.28 
Kuwait (KFAED),2010,Amr, -   
Kuwait (KFAED),2010,Emr, 14.79 
Kuwait (KFAED),2010,Eur, 13.05 
Kuwait (KFAED),2010,MULTI, 0.06 
Kuwait (KFAED),2010,Sear, 0.08 
Kuwait (KFAED),2010,Wpr, 5.06 
Kuwait (KFAED),2011,Afr, 0.03 
Kuwait (KFAED),2011,Emr, 18.97 
Kuwait (KFAED),2011,Eur, 7.77 
Kuwait (KFAED),2011,MULTI, 0.05 
Kuwait (KFAED),2011,Sear, 0.10 
Kuwait (KFAED),2011,Wpr, -   
Luxembourg,2001,Afr, -   
Luxembourg,2001,Amr, -   
Luxembourg,2001,Emr, -   
Luxembourg,2001,Sear, -   
Luxembourg,2001,Wpr, -   
Luxembourg,2002,Afr, -   
Luxembourg,2002,Amr, -   
Luxembourg,2002,MULTI, -   
Luxembourg,2002,Wpr, -   
Luxembourg,2003,Afr, -   
Luxembourg,2003,Amr, -   
Luxembourg,2003,Emr, -   
Luxembourg,2003,Eur, -   
Luxembourg,2003,MULTI, -   
Luxembourg,2003,Wpr, -   
Luxembourg,2004,Afr, 17.07 
Luxembourg,2004,Amr, 5.45 
Luxembourg,2004,Emr, 0.15 
Luxembourg,2004,Eur, 0.10 
Luxembourg,2004,MULTI, 3.98 
Luxembourg,2004,Sear, 0.81 
Luxembourg,2004,Wpr, 12.39 
Luxembourg,2005,Afr, 14.27 
Luxembourg,2005,Amr, 5.36 
Luxembourg,2005,Emr, 0.16 
Luxembourg,2005,Eur, 1.16 
Luxembourg,2005,MULTI, 17.17 
Luxembourg,2005,Not UN, 0.31 
Luxembourg,2005,Sear, 0.21 
Luxembourg,2005,Wpr, 11.17 
Luxembourg,2006,Afr, 26.22 
Luxembourg,2006,Amr, 9.67 
Luxembourg,2006,Emr, 0.14 
Luxembourg,2006,Eur, 3.16 
Luxembourg,2006,MULTI, 1.47 
Luxembourg,2006,Not UN, 0.30 
Luxembourg,2006,Sear, 0.36 
Luxembourg,2006,Wpr, 9.72 
Luxembourg,2007,Afr, 28.01 
Luxembourg,2007,Amr, 10.82 
Luxembourg,2007,Emr, 1.09 
Luxembourg,2007,Eur, 1.56 
Luxembourg,2007,MULTI, 2.40 
Luxembourg,2007,Not UN, 0.20 
Luxembourg,2007,Sear, 0.94 
Luxembourg,2007,Wpr, 12.40 
Luxembourg,2008,Afr, 25.97 
Luxembourg,2008,Amr, 8.73 
Luxembourg,2008,Emr, 1.03 
Luxembourg,2008,Eur, 3.74 
Luxembourg,2008,MULTI, 1.16 
Luxembourg,2008,Not UN, 0.34 
Luxembourg,2008,Sear, 0.43 
Luxembourg,2008,Wpr, 13.48 
Luxembourg,2009,Afr, 26.10 
Luxembourg,2009,Amr, 7.42 
Luxembourg,2009,Emr, 0.25 
Luxembourg,2009,Eur, 0.72 
Luxembourg,2009,MULTI, 0.18 
Luxembourg,2009,Not UN, 2.51 
Luxembourg,2009,Sear, 0.93 
Luxembourg,2009,Wpr, 8.63 
Luxembourg,2010,Afr, 15.29 
Luxembourg,2010,Amr, 3.62 
Luxembourg,2010,Emr, 0.34 
Luxembourg,2010,Eur, 0.95 
Luxembourg,2010,MULTI, 20.00 
Luxembourg,2010,Not UN, 6.04 
Luxembourg,2010,Sear, 0.73 
Luxembourg,2010,Wpr, 10.78 
Luxembourg,2011,Afr, 14.63 
Luxembourg,2011,Amr, 2.31 
Luxembourg,2011,Emr, 0.41 
Luxembourg,2011,Eur, 0.41 
Luxembourg,2011,MULTI, 6.48 
Luxembourg,2011,Not UN, 3.24 
Luxembourg,2011,Sear, 0.95 
Luxembourg,2011,Wpr, 9.27 
Netherlands,2001,Afr, 142.26 
Netherlands,2001,Amr, 16.13 
Netherlands,2001,Emr, 22.89 
Netherlands,2001,Eur, 1.82 
Netherlands,2001,MULTI, 6.15 
Netherlands,2001,Not UN, 0.20 
Netherlands,2001,Sear, 25.15 
Netherlands,2001,Wpr, 8.92 
Netherlands,2002,Afr, 131.47 
Netherlands,2002,Amr, 18.59 
Netherlands,2002,Emr, 18.41 
Netherlands,2002,Eur, 5.52 
Netherlands,2002,MULTI, 36.37 
Netherlands,2002,Not UN, 0.26 
Netherlands,2002,Sear, 27.08 
Netherlands,2002,Wpr, 9.53 
Netherlands,2003,Afr, 83.17 
Netherlands,2003,Amr, 16.16 
Netherlands,2003,Emr, 7.84 
Netherlands,2003,Eur, 4.05 
Netherlands,2003,MULTI, 143.78 
Netherlands,2003,Sear, 21.13 
Netherlands,2003,Wpr, 5.55 
Netherlands,2004,Afr, 103.14 
Netherlands,2004,Amr, 13.01 
Netherlands,2004,Emr, 6.30 
Netherlands,2004,Eur, 1.95 
Netherlands,2004,MULTI, 138.05 
Netherlands,2004,Sear, 5.39 
Netherlands,2004,Wpr, 4.79 
Netherlands,2005,Afr, 83.64 
Netherlands,2005,Amr, 14.58 
Netherlands,2005,Emr, 12.03 
Netherlands,2005,Eur, 4.75 
Netherlands,2005,MULTI, 104.64 
Netherlands,2005,Not UN, 0.59 
Netherlands,2005,Sear, 9.56 
Netherlands,2005,Wpr, 7.68 
Netherlands,2006,Afr, 109.28 
Netherlands,2006,Amr, 12.30 
Netherlands,2006,Emr, 8.79 
Netherlands,2006,Eur, 1.23 
Netherlands,2006,MULTI, 123.98 
Netherlands,2006,Not UN, 0.52 
Netherlands,2006,Sear, 14.90 
Netherlands,2006,Wpr, 4.96 
Netherlands,2007,Afr, 122.46 
Netherlands,2007,Amr, 9.19 
Netherlands,2007,Emr, 10.95 
Netherlands,2007,Eur, 1.02 
Netherlands,2007,MULTI, 122.44 
Netherlands,2007,Not UN, 0.55 
Netherlands,2007,Sear, 20.44 
Netherlands,2007,Wpr, 18.38 
Netherlands,2008,Afr, 121.30 
Netherlands,2008,Amr, 18.70 
Netherlands,2008,Emr, 9.22 
Netherlands,2008,Eur, 4.44 
Netherlands,2008,MULTI, 162.17 
Netherlands,2008,Not UN, 0.34 
Netherlands,2008,Sear, 17.66 
Netherlands,2008,Wpr, 11.41 
Netherlands,2009,Afr, 107.83 
Netherlands,2009,Amr, 22.62 
Netherlands,2009,Emr, 10.62 
Netherlands,2009,Eur, 0.04 
Netherlands,2009,MULTI, 188.76 
Netherlands,2009,Not UN, 0.49 
Netherlands,2009,Sear, 3.16 
Netherlands,2009,Wpr, 11.38 
Netherlands,2010,Afr, 109.16 
Netherlands,2010,Amr, 19.76 
Netherlands,2010,Emr, 7.11 
Netherlands,2010,Eur, 0.16 
Netherlands,2010,MULTI, 154.75 
Netherlands,2010,Not UN, 0.07 
Netherlands,2010,Sear, 10.76 
Netherlands,2010,Wpr, 7.02 
Netherlands,2011,Afr, 128.77 
Netherlands,2011,Amr, 9.49 
Netherlands,2011,Emr, 17.19 
Netherlands,2011,MULTI, 118.22 
Netherlands,2011,Not UN, 0.02 
Netherlands,2011,Sear, 10.88 
Netherlands,2011,Wpr, 6.43 
New Zealand,2002,Afr, 0.70 
New Zealand,2002,Amr, 0.31 
New Zealand,2002,Emr, 0.29 
New Zealand,2002,MULTI, 0.66 
New Zealand,2002,Not UN, 0.22 
New Zealand,2002,Sear, 0.89 
New Zealand,2002,Wpr, 3.38 
New Zealand,2003,Afr, 0.85 
New Zealand,2003,Emr, 0.70 
New Zealand,2003,MULTI, 4.16 
New Zealand,2003,Not UN, 0.49 
New Zealand,2003,Sear, 0.24 
New Zealand,2003,Wpr, 5.65 
New Zealand,2004,Afr, 0.56 
New Zealand,2004,Emr, 0.49 
New Zealand,2004,MULTI, 2.86 
New Zealand,2004,Not UN, 0.20 
New Zealand,2004,Sear, 1.05 
New Zealand,2004,Wpr, 7.64 
New Zealand,2005,Afr, 1.38 
New Zealand,2005,Emr, 0.31 
New Zealand,2005,MULTI, 6.55 
New Zealand,2005,Sear, 1.62 
New Zealand,2005,Wpr, 8.98 
New Zealand,2006,Afr, 0.69 
New Zealand,2006,MULTI, 8.11 
New Zealand,2006,Sear, 0.77 
New Zealand,2006,Wpr, 12.47 
New Zealand,2007,Afr, 0.37 
New Zealand,2007,MULTI, 6.54 
New Zealand,2007,Sear, 0.86 
New Zealand,2007,Wpr, 5.26 
New Zealand,2008,Afr, 1.85 
New Zealand,2008,MULTI, 9.16 
New Zealand,2008,Sear, 0.27 
New Zealand,2008,Wpr, 9.34 
New Zealand,2009,Afr, 1.30 
New Zealand,2009,Emr, 0.30 
New Zealand,2009,MULTI, 11.76 
New Zealand,2009,Sear, 0.53 
New Zealand,2009,Wpr, 6.96 
New Zealand,2010,Afr, 1.52 
New Zealand,2010,Emr, 0.32 
New Zealand,2010,MULTI, 8.36 
New Zealand,2010,Sear, 1.34 
New Zealand,2010,Wpr, 14.84 
New Zealand,2011,Afr, 1.49 
New Zealand,2011,Emr, 0.60 
New Zealand,2011,MULTI, 9.19 
New Zealand,2011,Not UN, 0.19 
New Zealand,2011,Sear, 0.92 
New Zealand,2011,Wpr, 11.45 
Norway,2001,Afr, 39.37 
Norway,2001,Amr, 2.82 
Norway,2001,Emr, 7.47 
Norway,2001,Eur, 0.08 
Norway,2001,MULTI, 14.20 
Norway,2001,Not UN, 0.43 
Norway,2001,Sear, 4.72 
Norway,2001,Wpr, 1.94 
Norway,2002,Afr, 72.64 
Norway,2002,Amr, 4.97 
Norway,2002,Emr, 15.75 
Norway,2002,Eur, 3.22 
Norway,2002,MULTI, 53.15 
Norway,2002,Not UN, 3.36 
Norway,2002,Sear, 9.12 
Norway,2002,Wpr, 2.25 
Norway,2003,Afr, 84.22 
Norway,2003,Amr, 4.84 
Norway,2003,Emr, 12.70 
Norway,2003,Eur, 1.72 
Norway,2003,MULTI, 15.09 
Norway,2003,Not UN, 1.48 
Norway,2003,Sear, 3.95 
Norway,2003,Wpr, 2.90 
Norway,2004,Afr, 88.55 
Norway,2004,Amr, 4.88 
Norway,2004,Emr, 14.27 
Norway,2004,Eur, 5.10 
Norway,2004,MULTI, 36.97 
Norway,2004,Not UN, 5.49 
Norway,2004,Sear, 12.78 
Norway,2004,Wpr, 3.70 
Norway,2005,Afr, 90.75 
Norway,2005,Amr, 2.42 
Norway,2005,Emr, 16.43 
Norway,2005,Eur, 10.76 
Norway,2005,MULTI, 112.34 
Norway,2005,Not UN, 10.85 
Norway,2005,Sear, 13.70 
Norway,2005,Wpr, 3.52 
Norway,2006,Afr, 74.19 
Norway,2006,Amr, 3.85 
Norway,2006,Emr, 13.61 
Norway,2006,Eur, 8.19 
Norway,2006,MULTI, 158.73 
Norway,2006,Not UN, 14.41 
Norway,2006,Sear, 11.56 
Norway,2006,Wpr, 3.01 
Norway,2007,Afr, 85.86 
Norway,2007,Amr, 2.49 
Norway,2007,Emr, 8.21 
Norway,2007,Eur, 4.29 
Norway,2007,MULTI, 100.01 
Norway,2007,Not UN, 4.04 
Norway,2007,Sear, 19.11 
Norway,2007,Wpr, 2.82 
Norway,2008,Afr, 76.83 
Norway,2008,Amr, 2.15 
Norway,2008,Emr, 8.37 
Norway,2008,Eur, 3.72 
Norway,2008,MULTI, 122.29 
Norway,2008,Not UN, 1.95 
Norway,2008,Sear, 21.99 
Norway,2008,Wpr, 2.99 
Norway,2009,Afr, 77.71 
Norway,2009,Amr, 1.51 
Norway,2009,Emr, 23.04 
Norway,2009,Eur, 1.05 
Norway,2009,MULTI, 163.82 
Norway,2009,Not UN, 6.24 
Norway,2009,Sear, 13.16 
Norway,2009,Wpr, 2.68 
Norway,2010,Afr, 72.36 
Norway,2010,Amr, 1.78 
Norway,2010,Emr, 15.96 
Norway,2010,Eur, 1.47 
Norway,2010,MULTI, 85.93 
Norway,2010,Not UN, 8.64 
Norway,2010,Sear, 9.23 
Norway,2010,Wpr, 2.42 
Norway,2011,Afr, 65.13 
Norway,2011,Amr, 1.18 
Norway,2011,Emr, 11.63 
Norway,2011,Eur, 1.10 
Norway,2011,MULTI, 87.95 
Norway,2011,Not UN, 6.35 
Norway,2011,Sear, 9.66 
Norway,2011,Wpr, 1.54 
OFID,2009,Afr, 9.86 
OFID,2009,Emr, 6.95 
OFID,2009,Eur, 1.25 
OFID,2009,MULTI, -   
OFID,2009,Sear, -   
OFID,2009,Wpr, -   
OFID,2010,Afr, 4.80 
OFID,2010,Amr, 0.25 
OFID,2010,Emr, 4.80 
OFID,2010,Eur, 5.44 
OFID,2010,MULTI, 7.70 
OFID,2010,Not UN, 0.80 
OFID,2010,Sear, 0.25 
OFID,2010,Wpr, -   
OFID,2011,Afr, 10.74 
OFID,2011,Amr, -   
OFID,2011,Emr, 5.23 
OFID,2011,Eur, 0.05 
OFID,2011,MULTI, 10.64 
OFID,2011,Not UN, 2.24 
OFID,2011,Sear, 0.10 
OFID,2011,Wpr, -   
Portugal,2001,Afr, 13.87 
Portugal,2001,Amr, 0.02 
Portugal,2001,MULTI, 0.05 
Portugal,2001,Sear, 0.15 
Portugal,2002,Afr, 12.31 
Portugal,2002,MULTI, 0.04 
Portugal,2002,Sear, 0.10 
Portugal,2003,Afr, 10.64 
Portugal,2003,Sear, 0.21 
Portugal,2004,Afr, 11.50 
Portugal,2004,MULTI, 0.19 
Portugal,2004,Sear, 0.12 
Portugal,2005,Afr, 11.54 
Portugal,2005,Sear, 0.21 
Portugal,2006,Afr, 11.26 
Portugal,2006,MULTI, 0.25 
Portugal,2006,Sear, 0.17 
Portugal,2007,Afr, 10.50 
Portugal,2007,MULTI, 0.46 
Portugal,2007,Sear, 0.18 
Portugal,2008,Afr, 6.68 
Portugal,2008,Amr, 0.41 
Portugal,2008,MULTI, 0.26 
Portugal,2008,Sear, 0.32 
Portugal,2009,Afr, 8.26 
Portugal,2009,Amr, 0.08 
Portugal,2009,MULTI, 0.11 
Portugal,2009,Sear, 0.50 
Portugal,2010,Afr, 11.54 
Portugal,2010,Amr, 0.05 
